chemical    a    b    c    t_min (celsius)    t_max (celsius)
ethyl acrylate    7.26219    1428.92    226.634    -71.2    279.85
ethyl acetate    7.10179    1244.95    217.881    16    76
ethyl acetate    7.25963    1338.46    228.608    -83.55    250.15
ethanol    8.1122    1592.864    226.184    20    93
ethanethiol    6.95206    1084.531    231.385    -49    56
ethane    6.83452    663.7    256.47    -143    -75
ethane    6.82915    663.72    256.681    -143    -84
ethane    6.95335    699.106    260.264    -182.8    32.27
erythro-4,4-dimethyl-2,3-pentanediol    9.33007    3480.41    273    170.197    437.153
epsilon-caprolactone    7.83109    2521.98    268.612    -1.3    497.85
epsilon-caprolactam    7.49418    2131.64    192.056    69.21    532.85
eicosylcyclopentane    6.83951    2042.36    105.916    274.951    566.569
eicosylcyclohexane    6.6272    1864.06    75.5616    168.835    580.226
eicosylbenzene    6.78    1957.42    82.0069    169.589    578.5
eicosylamine    7.75427    2708.23    172.711    229.663    521.45
eicosyl propanoate    8.58931    4000    190    460.53    560.53
eicosyl formate    9.14753    4100    190    414.25    514.25
eicosyl butanoate    5.09651    1200    8    339.632    583.59
eicosyl acetate    7.64398    2700    190    326.85    426.85
eicosanoic acid    7.39566    2344.88    122.37    176.85    549.73
eicosanenitrile    7.2474    2281.12    136.404    298.311    539.985
eicosane    7.1522    2032.7    132.1    198    379
eicosane    7.27683    2208.52    158.612    36.44    493.89
eicosanal    7.28186    2184.32    135.318    212.4    511.056
dotriacontylcyclopentane    5.58191    1649.42    103.651    298.179    557
dotriacontylcyclohexane    6.48157    1900    12.6667    242.196    565
dotriacontylbenzene    6.51602    1900    12.6667    242.522    560
dotriacontylamine    8.72949    4539.45    273.15    402.819    553
dotriacontane    7.1439    2296.1    71.6    236.973    517.494
dodecylcyclopentane    7.15194    2004.09    158.308    168    482.02
dodecylcyclohexane    7.15507    2073.96    157.512    179    499.68
dodecylbenzene    7.50144    2304.19    171.065    2.78    501.11
dodecylamine    7.90516    2434.67    225.374    28.32    422.85
dodecyl-propyl-sulfide    5.53347    1421.32    205.81    196    397
dodecyl-methyl-sulfide    5.70756    1421.32    205.81    177    355
dodecyl-ethyl-sulfide    5.61512    1421.32    205.81    187    376
dodecyl-alcohol    7.53986    2003.29    168.13    138    214
dodecyl propanoate    8.00439    2455.63    151.61    224.601    459.95
dodecyl formate    7.37325    1961.4    155.391    177.268    440.05
dodecyl butanoate    5.12874    800    5.33333    249.718    400.55
dodecyl acetate    6.14197    1091.05    69.5593    150.15    447.15
dodecanoic acid    7.70218    2158.17    148.926    44    460.85
dodecanenitrile    7.25091    1883.87    154.081    172.198    446.943
dodecane    6.99795    1639.27    181.835    91    247
dodecane    7.22883    1807.47    199.381    -9.58    385.05
dodecanal    7.70673    2201.53    206.189    12    411.85
docosylcyclopentane    6.68673    2017.04    99.9764    287.201    588.096
docosylcyclohexane    6.34928    1692.15    46.8678    183.38    601.263
docosylbenzene    6.49315    1771.43    52.3836    184.023    597.777
docosylamine    7.01933    2108.85    102.568    313.98    561.822
docosane    7.0838    2054    120.1    158.023    418.6
DL-threo-4-methyl-2,3-pentanediol    9.46086    3418.8    273    155.22    412.628
DL-threo-2,3-pentanediol    9.50761    3146.74    273    118.848    358.426
DL-erythro-4-methyl-2,3-pentanediol    9.46086    3418.8    273    155.22    412.628
DL-erythro-2,3-pentanediol    9.50761    3146.74    273    118.848    358.426
DL-2,4-pentanediol    9.50761    3141.1    273    118.147    357.296
DL-2,4-dimethyl-1,5-pentanediol    9.56529    3396.12    273    146.887    386.957
DL-2,3-dichlorobutane    6.67862    1126.98    177.244    39.4198    325.032
DL-2,3-dibromobutane    7.0094    1348.9    166.223    77.6015    383.04
DL-2,3-butanediol    9.26941    2777.13    254.001    81.8305    338.414
DL-2,3 -dimethyl-1,4-butanediol    9.53875    3307.6    273    137.289    379.562
divinyl ether    7.18155    1146.68    238.323    -101.1    189.85
diundecylamine    6.76733    1784.19    77.0727    293.173    531.094
ditridecylamine    5.89939    1300    8.66667    319.883    472
ditetradecylamine    5.99654    1400    9.33333    329.124    490
dipropylene glycol    9.91532    3715.61    296.398    -40.15    380.85
dipropyl sulfone    7.47607    2113.1    189.993    29.85    489.85
dipropyl sulfide    7.23226    1610.82    227.33    83.925    336.58
dipropyl ether    7.1768    1378.14    231.157    -123.2    257.45
dipropyl disulfide    6.86706    1478.81    179.478    73    399.85
diphenylmethane-4,4'-diisocyanate    7.74262    2435.36    165.068    38.05    528.85
diphenylmethane    7.26088    2020.65    197.058    25.24    494.85
diphenylamine    7.52551    2362.64    206.676    53.004    543.85
diphenylacetylene    7.13222    2112.56    197.057    62.5    558.85
diphenyl ether    7.50605    2253.82    228.977    26.87    489.85
dipentylamine    7.14957    1585.69    168.463    111.079    371.25
dipentyl sulfide    7.16824    1809.06    195.094    176.85    276.85
dipentyl disulfide    7.51339    2180.25    206.724    128    453.79
dipentadecylamine    8.90295    4397.06    273.15    335.677    507
dioctylamine    7.64892    2327.91    186.226    194.36    459.25
dioctyl sulfide    7.22342    2014.32    140    273.85    373.85
dioctyl phthalate    7.77433    2614.83    150.346    24.85    532.85
dioctyl ether    7.71618    2276.42    184.286    -7.6    433.85
dioctyl disulfide    7.57974    2466.8    178.96    196    511.31
dioctadecylamine    8.93168    4684.28    273.15    382.481    551
dinonylphenol    7.94799    3040.36    151.16    76.85    612.85
dinonylamine    7.79218    2571.72    189.626    221.665    488.35
dinonyl sulfide    7.13143    2069.41    135    301.85    401.85
dinonyl ether    7.78823    2439.4    179.235    -0.15    462.85
dinonyl disulfide    7.45129    2406.77    157.581    215    529.15
dinonadecylamine    8.94347    4772.22    273.15    381.457    564
dimethylundecylamine    6.87187    1600.97    148.14    147.422    427.35
dimethyltritriacontylamine    8.93561    4632.83    273.15    383.281    542
dimethyltridecylamine    6.95521    1753.18    143.292    175.637    454.25
dimethyltricosylamine    6.21713    1413.12    13.5588    312.616    563.275
dimethyltriacontylamine    8.91994    4487.97    273.15    377.242    520
dimethyltetratriacontylamine    8.51303    4343.29    273.15    383.278    548
dimethyltetradecylamine    6.87237    1705.74    125.338    187.874    466.25
dimethyltetracosylamine    5.91347    1300    8.66667    319.03    470
dimethylpentylamine    6.62816    1131.33    179.901    39.7301    311.05
dimethylpentatriacontylamine    8.94756    4720.84    273.15    383.691    555
dimethylpentadecylamine    6.90419    1772.89    123.647    200.203    477.35
dimethylpentacosylamine    5.96301    1350    9    324.186    479
dimethyloctylamine    6.73915    1382.38    167.285    95.4244    377.45
dimethyloctatriacontylamine    8.94928    4837.48    273.15    380.663    574
dimethyloctadecylamine    6.89407    1867.43    109.314    231.756    506.55
dimethyloctacosylamine    8.47227    4065.83    273.15    335.324    504
dimethylnonylamine    6.79505    1462.35    158.599    115.694    395.55
dimethylnonadecylamine    6.71797    1671.91    67.7167    281.774    518.49
dimethylnonacosylamine    8.91651    4437.14    273.15    373.796    512
dimethylisopropylamine    6.78089    1012.6    193.635    -2.71486    238.763
dimethylisobutylamine    6.82409    1074.57    191.507    9.46106    249.963
dimethylhexylamine    6.63591    1202.55    175.246    57.8621    335.55
dimethylhexatriacontylamine    8.9511    4760.01    273.15    382.824    561
dimethylhexadecylamine    6.83575    1740.69    110.132    210.563    487.75
dimethylhexacosylamine    6.01047    1400    9.33333    328.916    488
dimethylheptylamine    6.75468    1328.99    171.066    80.7535    357.55
dimethylheptatriacontylamine    9.11753    4934.18    273.15    382.367    568
dimethylheptadecylamine    6.92968    1866.1    116.896    222.304    497.45
dimethylheptacosylamine    6.06296    1450    9.66667    332.352    496
dimethylhentriacontylamine    9.09343    4660.39    273.15    379.395    527
dimethylheneicosylamine    6.57059    1640.53    54.6148    298.691    540.776
dimethylethylamine    6.35036    808.052    195.899    -30.0844    226.85
dimethylethanolamine    7.83644    1693.76    207.786    -59    298.67
dimethyleicosylamine    6.7246    1737.14    72.9335    290.376    529.314
dimethyldotriacontylamine    8.93207    4587.76    273.15    381.991    535
dimethyldodecylamine    6.93878    1699.65    147.842    162.477    441.35
dimethyldocosylamine    6.81139    1978.56    103.376    305.826    551.678
dimethyldecylamine    6.91902    1605.51    162.58    132.685    412.15
dimethylbutylamine    6.56108    1027.26    185.126    16.9328    283.55
dimethylamine    7.0639    1024.4    238.01    -55    37
dimethylamine    7.16171    1005.33    227.96    -92.19    164.5
dimethylaluminum chloride    6.8335    1342.79    213.714    -21    345.85
dimethylacetylene    6.86957    1009.54    226.118    -32.24    215
dimethyl-tert-butylamine    6.7012    1059.35    187.29    15.4932    272.16
dimethyl-sec-butylamine    6.81847    1109.86    187.859    19.9283    269.165
dimethyl-propylamine    6.46436    919.461    190.579    -6.21585    254.85
dimethyl-3-pentylamine    6.86156    1193.68    183.863    37.8276    290.198
dimethyl-3-methylbutylamine    6.86253    1186.75    184.55    35.8139    286.579
dimethyl-2,2-dimethylpropylamine    6.74175    1155.13    181.833    37.5798    300.882
dimethyl-2-pentylamine    6.86429    1174.28    185.788    32.1894    280.064
dimethyl-2-methylbutylamine    6.862    1190.49    184.179    36.9013    288.533
dimethyl-1,2-dimethylpropylamine    6.86105    1197.42    183.491    38.9149    292.152
dimethyl-1,1-dimethylpropylamine    6.74151    1156.86    181.651    38.1014    301.837
dimethyl terephthalate    8.04387    2819.15    258.023    130.65    498.85
dimethyl sulfoxide    7.25197    1733.52    207.58    18.52    452.85
dimethyl sulfide    7.1438    1193.73    242.693    -98.27    229.89
dimethyl sulfate    6.79362    1496.99    193.786    -31.8    484.85
dimethyl silane    6.73312    853.361    241.12    -150.22    128.85
dimethyl phthalate    7.70841    2379.23    209.14    -1    492.85
dimethyl maleate    7.53524    1922.72    208.096    -19    401.85
dimethyl ether    7.19658    984.579    252.976    -141.5    126.95
dimethyl disulfide    7.25695    1502.73    233.641    -84.71    332.85
diketene    7.58867    1694.83    233.95    -6.5    342.85
diisopropylamine    6.89567    1118.39    194.663    -96.3    249.95
diisopropyl sulfide    7.1154    1481.93    229.918    72.52    312.56
diisopropyl ether    7.20537    1354.97    245.019    -85.5    226.9
diisopropanolamine    8.69663    2401.26    164.134    45    398.85
diisooctyl phthalate    7.99481    3048.3    175.22    -13.15    577.85
diisodecyl phthalate    7.915    3354.55    216.504    -40.15    613.85
diisobutylamine    7.43551    1714.21    237.261    -70    306.85
diisobutyl ketone    7.34997    1720.84    216.788    -45.98    341.85
diiodomethane    6.94246    1567.8    204    83    232
diiodomethane    6.56525    1211.8    146.897    6.1    473.85
dihexylamine    6.77993    1339.93    103.849    141.68    405.05
dihexyl sulfide    7.98677    2223.04    205.383    200    460.53
dihexyl ether    7.5023    1976.43    201.962    -43    384.85
dihexyl disulfide    7.56669    2305.32    198.461    153    473.95
dihexyl adipate    8.01511    2699.82    177.84    -13.8    493.85
dihexadecylamine    8.91541    4502.71    273.15    377.651    523
diheptylamine    7.14619    1733.21    134.344    168.909    433.25
diheptyl sulfide    7.76195    2485.95    211.297    169.505    489.08
diheptyl ether    7.55861    2207.92    210    153.056    419.68
diheptyl disulfide    7.57764    2385.29    187.141    175    492.81
diheptadecylamine    8.91081    4583.71    273.15    380.931    537
diglycolic acid    8.28041    2600.1    144.686    148    546.85
difluoromethane    7.1389    821.7    244.7    -82    -32
difluoromethane    7.2902    863.592    247.503    -136.15    78.45
diethylundecylamine    7.07943    1685.38    138.412    160.021    415.817
diethyltritriacontylamine    9.26487    4789    273.15    360.002    527
diethyltridecylamine    6.98254    1669.94    116.132    182.867    439.502
diethyltricosylamine    6.1735    1350    9    300.317    451
diethyltriacontylamine    9.25679    4655.42    273.15    357.752    507
diethyltetratriacontylamine    9.26604    4828.19    273.15    359.342    533
diethyltetradecylamine    7.03065    1759.49    119.991    193.239    450.765
diethyltetracosylamine    6.21945    1400    9.33333    305.161    460
diethylpropylamine    6.92101    1202.94    185.744    35.2276    280.297
diethylpentylamine    7.01117    1378.6    177.771    71.3401    322.256
diethylpentatriacontylamine    9.17719    4805.08    273.15    359.103    540
diethylpentadecylamine    6.90998    1687.7    101.872    203.403    462.524
diethylpentacosylamine    6.2713    1450    9.66667    308.724    468
diethyloctylamine    7.06936    1557.06    158.743    118.577    372.728
diethylamine    6.9724    1127    220.01    -31    77
diethyl sulfide    7.20449    1423.41    237.112    -103.95    284
diethyl sulfate    7.17299    1780.2    204.905    -25.15    518.85
diethyl succinate    7.64782    1958.15    194.271    -20.8    386.85
diethyl phthalate    7.68399    2304.78    185.845    -4    483.85
diethyl oxalate    7.4848    1811.09    207.673    -40.6    372.85
dichoromethane    7.40916    1325.938    252.616    -40    40
dichloromethane    7.0803    1138.91    231.46    -44    59
dichloromethane    7.0803    1138.91    231.45    -44    59
dichlorofluoromethane    6.97575    996.267    234.172    -91    9
dichlorodifluoromethane    6.68619    782.072    235.377    -119    -30
dibutylamine    7.48571    1694.45    209.117    -62    334.35
dibutyl phthalate    7.96819    2657.06    182.284    -35    507.85
